Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene chemie,9.2.6,De leerlingen onderscheiden zuren en basen kwalitatief en kwantitatief.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder geconjugeerd zuur, geconjugeerde base, hydroxoniumconcentratie, hydroxideconcentratie, pH, pOH
- Formule voor de waterconstante
- Formule voor pH-berekening van sterke zuren en basen","'- Onderscheid tussen een zure, een basische en een neutrale oplossing
- Dissociatie van zuren en hydroxiden
- Brønstedzuur en Brønstedbase
- Geconjugeerd zuur en geconjugeerde base
- Ionisatie-evenwicht van water, waterconstante inclusief formule (Kw)
- Hydroxoniumconcentratie, hydroxideconcentratie
- pH, pOH
- Werking van een buffer
- Functie van een indicator","'- Opstellen van een dissociatievergelijking van zuren en basen
- Berekenen van pH van zuren en basen
- Interpreteren van hydroxoniumconcentraties en hydroxideconcentraties in termen van pH en pOH",,'◦ De specifieke eindterm wordt met studierichtingspecifieke context gerealiseerd.,,beheersingsniveau analyseren,,,"Agrotechnieken dier
Agrotechnieken plant
Biotechnologische en chemische technieken
Natuur- en groentechnieken
Tuinaanleg en beheer",,,sec-9.2.6-1170575826,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene chemie,9.2.7,De leerlingen stellen een reactievergelijking op.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Oxidator, reductor, oxidatie, reductie
‣ Namen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
- Symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
- Notatie van aggregatietoestanden in chemische reacties","'- Naamgeving van anorganische stoffen en ionen
- Chemische formules: brutoformule, structuurformule
- Principe van een zuur-basereactie, een neerslagreactie en een redoxreacties
- Wet van behoud van massa","'- Gebruiken van het PSE
- Opstellen van zuur-basereacties, neerslagreacties en redoxreacties: schrijven van chemische formules en balanceren van de reactie",,'◦ De specifieke eindterm wordt met context gerealiseerd◦ De volgende gegevens worden aangereikt&gt; De reagentia&gt; De aggregatietoestanden van alle stoffen&gt; In geval van een redoxreactie: de namen of de structuurformules van reagentia en reactieproducten&gt; Een tabel van goed en slecht oplosbare stoffen.,,beheersingsniveau toepassen,,,"Agrotechnieken dier
Agrotechnieken plant
Biotechnologische en chemische technieken
Natuur- en groentechnieken
Tuinaanleg en beheer",,,sec-9.2.7-213470730,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene chemie,9.2.8,De leerlingen voeren stoichiometrische berekeningen uit op een gegeven aflopende chemische reactie.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Molaire concentratie, massaprocent, volumeprocent, massavolumeprocent, ppm, ppb, promille, massadichtheid
‣ Namen van grootheden, SI-eenheden en andere eenheden
- Symbolen van grootheden, SI-eenheden en andere eenheden","'- Mol
- Molaire massa
- Getal van Avogadro
- Molair gasvolume bij standaardomstandigheden van druk en temperatuur
- Molaire concentratie
- Massaprocent, volumeprocent, massavolumeprocent, ppm, ppb, promille
- Massadichtheid
- Verdunningen van oplossingen","'- Gebruiken van het PSE
- Gebruiken van een formularium
- Omvormen van formules: één variabele uitdrukken in functie van de andere
- Rekenen met verhoudingen
- Omzetten van concentratie-eenheden
- Berekenen van verdunningen",,'◦ De specifieke eindterm wordt met studierichtingspecifieke context gerealiseerd.,,beheersingsniveau toepassen,,,"Agrotechnieken dier
Agrotechnieken plant
Biotechnologische en chemische technieken
Natuur- en groentechnieken
Tuinaanleg en beheer",,,sec-9.2.8-1391158702,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Biotechnologische en chemische technieken,9.3.1,De leerlingen leggen principes van biotechnologische en chemische technieken uit.,Nee,'- Vakterminologie inherent aan de afbakening van de specifieke eindterm,"'- Principes van chemische en biotechnologische analysetechnieken
‣ Functie en globaal werkingsprincipe van meetapparatuur en onderdelen van de techniek
‣ Verband tussen experimentele resultaten en de analysevraag",,,"'◦ De specifieke eindterm wordt met studierichtingspecifieke context gerealiseerd.
◦ Chemische analysetechnieken zoals spectroscopie, chromatografie, volumetrie, elektrochemie, gravimetrie komen aan bod.
◦ Biotechnologische technieken zoals kloneren, PCR, DNA-sequencing, gelelektroforese, fermentatie, destilleren komen aan bod.",,beheersingsniveau begrijpen,,,Biotechnologische en chemische technieken,,,sec-9.3.1-3768181629,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Biotechnologische en chemische technieken,9.3.2,De leerlingen analyseren het pH-verloop van een titratie tussen zuren en basen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Equivalentiepunt, indicator 
‣ Namen van grootheden, SI-eenheden en andere eenheden
- Symbolen van grootheden, SI-eenheden en andere eenheden","'- Titratie
- Verloop van de pH-curve, equivalentiepunt
- Neutralisatie
- Zuur-base-indicator","'- Opstellen van de zuur-basereactie
- Uitvoeren van berekeningen bij de titratie van een zuur en een base
- Interpreteren van de pH-titratiecurve",,,,beheersingsniveau analyseren,,,Biotechnologische en chemische technieken,,,sec-9.3.2-2523341176,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Materiaalkunde m.i.v. elementen uit de uitgebreide chemie,9.4.1,De leerlingen leggen het verband tussen de structuur en de eigenschappen van stoffen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder ionbinding, covalente binding, metaalbinding, rooster, cohesie, adhesie, oxidatie, reductie","'- Chemische bindingen: ionbinding, covalente binding, metaalbinding
- Intermoleculaire krachten: cohesie, adhesie en andere zoals dipoolkrachten, waterstofbruggen, ion-dipoolkrachten
- Roosters zoals ionrooster, molecuulrooster, atoomrooster, metaalrooster met in begrip van roosterfouten
- Stofeigenschappen: het oplosgedrag van stoffen, geleidbaarheid, oxidatie en reductie",,,'◦ De specifieke eindterm wordt met studierichtingspecifieke context gerealiseerd.,,beheersingsniveau begrijpen,,,Bouw- en houtwetenschappen,,,sec-9.4.1-303450749,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Materiaalkunde m.i.v. elementen uit de uitgebreide chemie,9.4.2,De leerlingen leggen het verband tussen de structuur en de eigenschappen van materialen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder polymeer, keramiek, composiet, metaal, legering, korrelgrootte, kristalstructuur","'- Classificatie van materialen: polymeren, keramieken, composieten, metalen en hun legeringen, natuurlijke materialen
- Structuureigenschappen
‣ Microstructuur: korrelgrootte, kristalstructuur
‣ Samenstelling van materialen: samenstellende componenten, chemische elementen en verbindingen, het gehalte van de bestanddelen
- Materiaaleigenschappen
‣ Mechanische zoals elastische en plastische vervorming, trek-, buig- en druksterkte, hardheid, doorlaatbaarheid
‣ Elektrische: soortelijke weerstand
‣ Thermische: thermische geleidbaarheid, uitzetting
‣ Optische: brekingsindex
‣ Chemische: brandbaarheid, corrosiviteit 
‣ Akoestische: absorptie, weerkaatsing",,,'◦ De specifieke eindterm wordt studierichtingspecifieke context gerealiseerd.,,beheersingsniveau begrijpen,,,Bouw- en houtwetenschappen,,,sec-9.4.2-800088152,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Toegepaste materiaalkunde,9.5.1,De leerlingen leggen het verband tussen de structuur en eigenschappen van materialen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder polymeer, keramiek, composiet, metaal, legering, korrelgrootte, kristalstructuur","'- Classificatie van materialen: polymeren, keramieken, composieten, metalen en hun legeringen, natuurlijke materialen
- Structuureigenschappen
‣ Microstructuur: korrelgrootte, kristalstructuur
‣ Samenstelling van materialen: samenstellende componenten, chemische elementen en verbindingen, het gehalte van de bestanddelen
- Materiaaleigenschappen
‣ Mechanische zoals elastische en plastische vervorming, trek-, buig- en druksterkte, hardheid, doorlaatbaarheid
‣ Elektrische : soortelijke weerstand
‣ Thermische: thermische geleidbaarheid, uitzetting 
‣ Optische: brekingsindex
‣ Chemische: brandbaarheid, corrosiviteit 
‣ Akoestische: absorptie, weerkaatsing",,,'◦ De specifieke eindterm wordt met studierichtingspecifieke context gerealiseerd.,,beheersingsniveau begrijpen,,,"Bouwtechnieken (3de graad)
Houttechnieken (3de graad)
Textielontwerp en prototyping (3de graad)
Textielproductietechnieken (3de graad)",,,sec-9.5.1-2066631559,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.1,De leerlingen classificeren organische en anorganische stoffen zowel op basis van een gegeven chemische formule als op basis van een naam.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Courante triviale namen van stoffen zoals zuurstofgas, zoutzuur, loogoplossing, ammoniak, salpeterzuur, zwavelzuur, fosforzuur, soda, koolzuur, stikstofgas, ozon, aceton, ethanol, methanol, azijnzuur, mierenzuur
‣ Namen van de monofunctionele stofklassen","'- Zuren en basen volgens Arrhenius en Brønsted-Lowry
- Zuur- en basevormende oxiden
- Chemische structuur van alkynen, halogeenalkanen, aldehyden, ketonen, ethers, esters, aminen, amiden
- Monomeren en polymeren
- Chemische structuur van monomeren: aminozuren, vetzuren, nucleotiden, monosacchariden
- Chemische structuur van macromoleculen, inclusief bindingen (esterbinding, glycosidebinding, peptidebinding): koolhydraten, lipiden, proteïnen en nucleïnezuren
- IUPAC-naamgeving voor de anorganische en organische stoffen
- Stocknotatie bij ionverbindingen
- Naamgeving met Griekse telwoorden bij moleculaire stoffen",,,"'◦ Voor anorganische stoffen en monofunctionele organische stoffen gebeurt de classificatie op basis van de structuurformule, de brutoformule, de naam.◦ Voor monomeren en macromoleculen gebeurt de classificatie op basis van de structuurformule, de naam.",,beheersingsniveau begrijpen,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.1-3385924886,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.2,De leerlingen hanteren de IUPAC-naamgeving voor anorganische en organische stoffen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Namen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
‣ Courante triviale namen van stoffen verbonden aan de gebruikte contexten zoals zuurstofgas, zoutzuur, loogoplossing, ammoniak, salpeterzuur, zwavelzuur, fosforzuur, soda, koolzuur, stikstofgas, ozon, aceton, ethanol, methanol, azijnzuur, mierenzuur
- Symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be","'- Regels van de IUPAC-naamgeving
- Regels voor stocknotatie bij ionverbindingen
- Regels voor naamgeving met Griekse telwoorden bij moleculaire stoffen","'- Toepassen van de regels van de IUPAC-naamgeving bij anorganische en organische stoffen 
- Toepassen van de stocknotatie bij ionverbindingen
- Toepassen van naamgeving met Griekse telwoorden bij moleculaire stoffen",,'◦ De specifieke eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.2-3116823493,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.3,De leerlingen gebruiken het orbitaalmodel om de structuur van atomen en ionen te beschrijven.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder orbitaal, energieniveau, elektronenspin","'- Orbitaal
- Energieniveaus: s-orbitaal, p-orbitaal, d-orbitaal
- Elektronenspin
- Elektronenconfiguratie 
- De regel van Hund
- De verbodsregel van Pauli","'- Gebruiken van het PSE
- Opstellen van de elektronenconfiguratie van atomen en ionen in relatie tot het orbitaalmodel
- Toepassen van de regel van Hund
- Toepassen van de verbodsregel van Pauli",,'◦ De elektronenconfiguratie wordt opgesteld voor elementen met atoomnummer ≤ 56.,,beheersingsniveau toepassen,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.3-558456275,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.4,De leerlingen stellen chemische structuurformules op voor organische en anorganische stoffen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Namen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
‣ Namen van functionele groepen van organische stofklassen
- Symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
- Chemische voorstelling van functionele groepen van organische stofklassen","'- Valentie-elektronen
- Centraal atoom
- Chemische structuurformules: Lewisstructuur, skeletnotatie
- Formele lading","'- Gebruiken van het PSE
- Opstellen van Lewisstructuren
- Opstellen van chemische formules van anorganische stoffen
- Tekenen van een organische structuur met een gegeven brutoformule en monofunctionele stofklasse",,'◦ In geval van samengestelde anorganische stoffen komen binaire en ternaire stoffen aan bod.◦ In geval van organische stoffen komen monofunctionele stofklassen aan bod.◦ Voor ternaire anorganische stoffen wordt het skelet van de chemische structuur gegeven.,,beheersingsniveau toepassen,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.4-125499556,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.5,De leerlingen onderscheiden sterke en zwakke zuren en basen kwalitatief en kwantitatief.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder geconjugeerd zuur, geconjugeerde base, hydroxoniumconcentratie, hydroxideconcentratie, pH, pOH, zuurconstante (Ka), baseconstante (Kb)
- Formule voor pH-berekening van sterke zuren en basen","'- Brønstedzuur en Brønstedbase
- Geconjugeerd zuur en geconjugeerde base
- Ionisatie-evenwicht van water, waterconstante inclusief formule
- Hydroxoniumconcentratie, hydroxideconcentratie
- pH, pOH
- Zuurconstante (Ka) en baseconstante (Kb), inclusief formule
- Werking van een buffer
- Werking van een indicator","'- Opstellen van een dissociatievergelijking van sterke en zwakke Brønstedzuren en -basen in waterige oplossingen
- Interpreteren van Ka- en Kb-waarden
- Interpreteren van hydroxoniumconcentraties en hydroxideconcentraties in termen van pH en pOH
- Berekenen van pH van sterke zuren en basen
- Berekenen van pH van zwakke zuren en basen aan de hand van het chemisch evenwicht",,'◦ De specifieke eindterm wordt met context gerealiseerd.,,beheersingsniveau analyseren,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.5-2519009188,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.6,De leerlingen stellen een reactievergelijking van een anorganische reactie op.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder namen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
- Symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be","'- Naamgeving van anorganische stoffen en ionen
- Principe van een zuur-basereactie, een neerslagreactie en een redoxreacties
- Wet van behoud van massa","'- Gebruiken van het PSE
- Opstellen van zuur-basereacties, neerslagreacties en redoxreacties: schrijven van chemische formules en balanceren van chemische reacties",,'◦ De specifieke eindterm wordt met context gerealiseerd.◦ De volgende gegevens worden aangereikt&gt; De reagentia&gt; De aggregatietoestanden van alle stoffen&gt; In geval van een redoxreactie: de namen of chemische structuur van reagentia en reactieproducten&gt; Een tabel van goed en slecht oplosbare stoffen.,,beheersingsniveau toepassen,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.6-2097150380,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.7,De leerlingen voeren stoichiometrische berekeningen uit op een gegeven aflopende chemische reactie.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Massaprocent, massavolumeprocent, volumeprocent, ppm, ppb, promille, massadichtheid
‣ Namen van grootheden, SI-eenheden en andere eenheden
- Symbolen van grootheden, SI-eenheden en andere eenheden
- Algemene gaswet, inclusief formule p.V = n.R.T
- Getalwaarde van het molair gasvolume bij standaardomstandigheden van temperatuur en druk
- Getalwaarde van het getal van Avogadro","'- Algemene gaswet
- Getal van Avogadro
- Molair gasvolume bij standaardomstandigheden van temperatuur en druk
- Massaprocent, massavolumeprocent, volumeprocent, ppm, ppb, promille
- Massadichtheid 
- Overmaat en limiterend reagens
- Verdunningen van oplossingen","'- Gebruiken van het PSE
- Omvormen van formules: één variabele uitdrukken in functie van de andere
- Rekenen met verhoudingen
- Omzetten van concentratie-eenheden
- Berekenen van verdunningen",,'De specifieke eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.7-1391158702,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de uitgebreide chemie,9.6.8,De leerlingen analyseren kwalitatief en kwantitatief het verloop van een reactie aan de hand van kinetische aspecten.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Gemiddelde reactiesnelheid, reactiesnelheidsconstante, activeringsenergie, evenwichtsconstante (Kc)
‣ Namen van grootheden en SI-eenheden
- Symbolen van grootheden en SI-eenheden
- Formule voor de evenwichtsconstante","'- Gemiddelde reactiesnelheid
- Snelheid-tijd-grafiek, concentratie-tijd-grafiek
- Reactiesnelheidsconstante
- Activeringsenergie
- Evenwichtsconstante (Kc)","'- Interpreteren van een snelheid-tijd-grafiek en een concentratie-tijd-grafiek
- Berekenen van evenwichtsconcentraties",,,,beheersingsniveau analyseren,,,"Grieks-Wiskunde
Latijn-Wiskunde
Technologische wetenschappen en engineering",,,sec-9.6.8-575325626,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Toegepaste chemie,9.7.1,De leerlingen leggen het verband tussen de eigenschappen van stoffen en de toepassingen ervan in voedingsmiddelen en voedingsmiddelentechnologie.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder zuren, zouten, basen, oxiden, koolhydraten, proteïnen, lipiden","'- Samenstelling van voedingsmiddelen, functie van voedingsstoffen
- Algemene structuur van zuren, zouten, basen, oxiden
- Voorkomen van zuren, zouten, basen en oxiden in voedingsmiddelen en voedingsmiddelentechnologie
- Algemene structuur  en karakteristieke functionele groep van organische stoffen in voedingsmiddelen zoals alcoholen, carbonzuren 
- Algemene structuur  van koolhydraten, proteïnen en lipiden
- Functionele eigenschappen van koolhydraten, proteïnen en lipiden met inbegrip van relevante stofeigenschappen 
‣ Functionele eigenschappen
# Voor koolhydraten zoals zoetkracht, viscositeit in functie van de temperatuur, kristallisatie, karamelisatie, verstijving
# Voor proteïnen zoals waterbinding, gelvorming, emulsievorming, schuimvorming, smaak- en aromavorming
# Voor lipiden zoals smeltgedrag, kristallisatie 
‣ Relevante stofeigenschappen zoals kook- en smeltpunt, oxidatie en reductie, zuur-base, het oplosgedrag van stoffen
- Relatie tussen structuur en eigenschappen van stoffen met inbegrip van concepten zoals chemische binding, intermoleculaire kracht
- Processen in de voedingsmiddelentechnologie: gisting, fermentatie, conservering",,,'◦ De specifieke eindterm wordt met studierichtingspecifieke context gerealiseerd.,,beheersingsniveau begrijpen,,,"Bakkerijtechnieken (3de graad)
Slagerij-Traiteurtechnieken",,,sec-9.7.1-4252494547,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Toegepaste chemie,9.7.2,De leerlingen gebruiken het PSE om eigenschappen van atomen en ionen af te leiden.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder groep, periode, valentie-elektron, edelgasconfiguratie, atoomnummer, atoommassa, metaal, niet-metaal, edelgas","'- Opbouw van het PSE in functie van een atoommodel
- Groep, periode
- Valentie-elektronen, edelgasconfiguratie
- Elektronenconfiguratie
- Verband tussen de plaats van een element in het PSE en de mogelijkheid tot ionvorming
- Onderscheid tussen een atoom en een ion
- Eigenschappen van atomen
‣ Metaal- en een niet-metaalkarakter, elektronegativiteit
‣ Ionlading",'- Leggen van het verband tussen de plaats van een element in het PSE en de structuur van dit element,,'◦ Elementen uit de a-groepen en de edelgassen komen aan bod.,,beheersingsniveau toepassen,,,"Bakkerijtechnieken (3de graad)
Slagerij-Traiteurtechnieken",,,sec-9.7.2-112614061,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Chemie: classificatie en IUPAC-naamgeving van stoffen,9.8.1,De leerlingen classificeren organische en anorganische stoffen zowel op basis van een gegeven chemische formule als op basis van een naam.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Courante triviale namen van stoffen zoals zuurstofgas, zoutzuur, loogoplossing, ammoniak, salpeterzuur, zwavelzuur, fosforzuur, soda, koolzuur, stikstofgas, ozon, aceton, ethanol, methanol, azijnzuur, mierenzuur
‣ Namen van de monofunctionele stofklassen","'- Zuren en basen volgens Arrhenius en Brønsted-Lowry
- Zuur- en basevormende oxiden
- Chemische structuur van alkynen, halogeenalkanen, aldehyden, ketonen, ethers, esters, aminen, amiden
- Monomeren en polymeren
- Chemische structuur van monomeren: aminozuren, vetzuren, nucleotiden, monosacchariden
- Chemische structuur van macromoleculen, inclusief bindingen (esterbinding, glycosidebinding, peptidebinding): koolhydraten, lipiden, proteïnen en nucleïnezuren
- IUPAC-naamgeving voor de anorganische en organische stoffen
- Stocknotatie bij ionverbindingen
- Naamgeving met Griekse telwoorden bij moleculaire stoffen",,,"'◦ Voor anorganische stoffen en monofunctionele organische stoffen gebeurt de classificatie op basis van de structuurformule, de brutoformule, de naam.
◦ Voor monomeren en macromoleculen gebeurt de classificatie op basis van de structuurformule, de naam.",,beheersingsniveau begrijpen,,,Welzijnswetenschappen,,,sec-9.8.1-3385924886,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Chemie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Chemie: classificatie en IUPAC-naamgeving van stoffen,9.8.2,De leerlingen hanteren de IUPAC-naamgeving voor anorganische en organische stoffen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder 
‣ Namen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
‣ Courante triviale namen van stoffen verbonden aan de gebruikte contexten zoals zuurstofgas, zoutzuur, loogoplossing, ammoniak, salpeterzuur, zwavelzuur, fosforzuur, soda, koolzuur, stikstofgas, ozon, aceton, ethanol, methanol, azijnzuur, mierenzuur
- Symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be","'- Regels van de IUPAC-naamgeving
- Regels voor stocknotatie bij ionverbindingen
- Regels voor naamgeving met Griekse telwoorden bij moleculaire stoffen","'- Toepassen van de regels van de IUPAC-naamgeving bij anorganische en organische stoffen 
- Toepassen van de stocknotatie bij ionverbindingen
- Toepassen van naamgeving met Griekse telwoorden bij moleculaire stoffen",,'◦De specifieke eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,Welzijnswetenschappen,,,sec-9.8.2-3116823493,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
