Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen,Verwant wetenschapsdomein
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Economie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.4,De leerlingen illustreren de rol van banken en beurzen met betrekking tot de werking van de kapitaalmarkt.,Nee,,,,,,,,,,"Bedrijfswetenschappen (2de graad)
Economische wetenschappen
Topsport-Economie (2de graad)
Yeshiva (2de graad)",31/08/2017,,sec-16.1.4-212701036,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-economie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Economie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.7,De leerlingen verklaren de samenstelling van de belangrijkste economische aggregaten,Nee,"'- Vakterminologie inherent aan de afbakening van het cesuurdoel waaronder bruto binnenlands product (BBP), bruto nationaal product (BNP), reëel en nominaal BBP","'- BBP, BNP- Reëel en nominaal BBP- Productie in België: productiesectoren en toegevoegde waarde, evolutie per sector, regionale clustering",,,,,beheersingsniveau begrijpen,,,"Bedrijfswetenschappen (2de graad)
Economische wetenschappen
Topsport-Economie (2de graad)
Yeshiva (2de graad)",31/08/2017,,sec-16.1.7-203257216,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-economie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Economie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.8,De leerlingen analyseren internationale handel en internationale economische relaties.,Nee,"'- Vakterminologie inherent aan de afbakening van het cesuurdoel waaronder open economie, intracommunautaire en extracommunautaire handel","'- Open economie- Invoer, uitvoer- Internationale handel: motieven, handelsbelemmeringen, handelsakkoorden- Economische integratie: vrijhandelszone, douane-unie, economische unie - Globalisering- Internationale samenwerking: Europese Unie, Wereldhandelsorganisatie (WTO)",'- Interpreteren van de gevolgen van handelsbelemmeringen op de marktwerking,,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (2de graad)
Economische wetenschappen
Topsport-Economie (2de graad)
Yeshiva (2de graad)",31/08/2017,,sec-16.1.8-1941070831,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-economie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Economie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide bedrijfswetenschappen en recht,16.3.1,De leerlingen lichten de belangrijkste ondernemingsvormen toe,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel waaronder&gt; Onderneming&gt; Beperkte en onbeperkte aansprakelijkheid,"'- Onderneming- Beperkte en onbeperkte aansprakelijkheid- Natuurlijke en rechtspersonen- Kenmerken van Naamloze Vennootschap (NV), Besloten Vennootschap (BV), eenmanszaak",,,,,beheersingsniveau begrijpen,,,Bedrijfswetenschappen (2de graad),31/08/2017,,sec-16.3.1-2338267359,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-economie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Economie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide bedrijfswetenschappen en recht,16.3.2,De leerlingen registreren courante bedrijfsverrichtingen,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel,'- Registratie van ondernemingsverrichtingen in een dubbele boekhouding- Jaarrekening en de onderdelen ervan,"'- Boeken van courante bedrijfsverrichtingen aan de hand van het boekhoudalgoritme: aankoop- en verkoopverrichtingen met inbegrip van btw en kortingen, creditnota, betaling, inning, lening en investering",,,,beheersingsniveau toepassen,,,Bedrijfswetenschappen (2de graad),31/08/2017,,sec-16.3.2-3391729864,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-economie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Economie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Bedrijfswetenschappen en recht,16.4.1,De leerlingen lichten de belangrijkste ondernemingsvormen toe,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel waaronder&gt; Onderneming&gt; Beperkte en onbeperkte aansprakelijkheid,"'- Onderneming- Beperkte en onbeperkte aansprakelijkheid- Natuurlijke en rechtspersonen- Kenmerken van Naamloze Vennootschap (NV), Besloten Vennootschap (BV), eenmanszaak",,,,,beheersingsniveau begrijpen,,,"Economische wetenschappen
Topsport-Economie (2de graad)
Yeshiva (2de graad)",31/08/2017,,sec-16.4.1-2338267359,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-economie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Economie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Bedrijfswetenschappen en recht,16.4.2,De leerlingen registreren courante bedrijfsverrichtingen.,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel,'- Registratie van ondernemingsverrichtingen in een dubbele boekhouding- Jaarrekening en de onderdelen ervan,"'- Boeken van courante bedrijfsverrichtingen aan de hand van het boekhoudalgoritme: aankoop- en verkoopverrichtingen met inbegrip van btw en kortingen, creditnota, betaling, inning, lening en investering",,,,beheersingsniveau toepassen,,,"Economische wetenschappen
Topsport-Economie (2de graad)
Yeshiva (2de graad)",31/08/2017,,sec-16.4.2-2064410726,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-economie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,11. Economische en financiële competenties,,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in consumptiegedrag, inkomensverwerving en financiële producten om budgettaire gevolgen op korte en lange termijn in te schatten.",11.1,De leerlingen onderzoeken elementen van het arbeidsrecht aan de hand van een concrete arbeidsovereenkomst.,Nee,"'- Arbeidsovereenkomst
- Brutoloon, nettoloon","'- Contract: gevolgen
- Arbeidsovereenkomst: soorten zoals voltijds, deeltijds, interim, voor onbepaalde duur, voor bepaalde duur
- Basisrechten en -plichten van werkgever en werknemer met inbegrip van veiligheid en welzijn
- Verschillen tussen het werken met een arbeidsovereenkomst versus zonder: loonbrief, zwartwerk
- Verschillen tussen een studentenovereenkomst en een arbeidsovereenkomst na schoolverlaten: bruto - nettoloon
- Instanties voor advies, hulp en bescherming",'- Analyseren van elementen van het arbeidsrecht aan de hand van een concrete arbeidsovereenkomst,,,,beheersingsniveau analyseren,,,,31/08/2017,,sec-11.1-4176883841,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-economisch-financiele-competenties,http://ilearn.ilabt.imec.be/vocab/curr1/s-geld-en-consumptie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,11. Economische en financiële competenties,,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in consumptiegedrag, inkomensverwerving en financiële producten om budgettaire gevolgen op korte en lange termijn in te schatten.",11.2,"De leerlingen analyseren de totale kost van aankopen inclusief eenmalige kosten, terugkerende kosten en financieringskosten.",Nee,"'- Intrest, jaarlijks kostenpercentage","'- Basisverplichtingen van koper en verkoper, koop op afbetaling
- Aankoopprijs, kortingen
- Consumentenkrediet: aflossingen, jaarlijks kostenpercentage, interest, financieringskosten
- Eenmalige kosten, terugkerende kosten",'- Analyseren van de totale kost van aankopen,,,,beheersingsniveau analyseren,,,,31/08/2017,,sec-11.2-2605940950,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-economisch-financiele-competenties,http://ilearn.ilabt.imec.be/vocab/curr1/s-geld-en-consumptie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,11. Economische en financiële competenties,,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in consumptiegedrag, inkomensverwerving en financiële producten om budgettaire gevolgen op korte en lange termijn in te schatten.",11.3,De leerlingen maken budgettaire keuzes bij aankopen in functie van een persoonlijk budget en rekening houdend met een gezinsbudget.,Nee,,"'- Aankoopprijs, kortingen
- Consumentenkrediet: aflossingen, jaarlijks kostenpercentage, interest
- Eenmalige kosten, terugkerende kosten
- Persoonlijk en gezinsbudget: inkomsten en uitgaven op korte en lange termijn, terugbetalingscapaciteit
- Lenen, sparen, schuld
- Spaarvormen, spaardoelstellingen
- Noodzakelijkheid van een aankoop, duurzaamheid van een aankoop
- Documenten voor een eenvoudig persoonlijk administratiebeheer zoals garantiebewijzen, contracten, verzekeringspolis, loonbrieven
- Instanties voor advies, hulp en bescherming zoals een Jongeren Advies Centrum (JAC), een Centrum Algemeen Welzijnswerk (CAW)","'- Kritisch afwegen van budgettaire keuzes bij aankopen 
- Beheren en bewaren van een persoonlijke administratie",'- Eigen voorkeuren,,,beheersingsniveau evalueren,"Voorkeur tonen voor en belang hechten aan waarden, opvattingen, gedragingen, gebeurtenissen, informatie, taken, strategieën,…",,,31/08/2017,,sec-11.3-1910181136,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-economisch-financiele-competenties,http://ilearn.ilabt.imec.be/vocab/curr1/s-geld-en-consumptie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,11. Economische en financiële competenties,,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in consumptiegedrag, inkomensverwerving en financiële producten om budgettaire gevolgen op korte en lange termijn in te schatten.",11.4,De leerlingen analyseren een schadegeval in functie van een schadeaangifte bij de verzekeringsmaatschappij.,Nee,"'- Aansprakelijkheid, verantwoordelijkheid","'- Verzekeringscontract met inbegrip van franchise
- Schadegeval: aangifte, aansprakelijkheid, verantwoordelijkheid, gevolgen
- Instanties voor advies, hulp en bescherming",'- Analyseren van een schadegeval in functie van een schadeaangifte bij de verzekeringsmaatschappij,,,,beheersingsniveau analyseren,,,,31/08/2017,,sec-11.4-2875613862,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-economisch-financiele-competenties,http://ilearn.ilabt.imec.be/vocab/curr1/s-geld-en-consumptie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,11. Economische en financiële competenties,,Eindtermen,Bouwsteen,De werking van ondernemingen en organisaties en hun maatschappelijke rol duiden.,11.5,De leerlingen verklaren de impact van actuele ontwikkelingen op beslissingen van ondernemingen en organisaties.,Nee,,"'- Actuele ontwikkelingen met economische impact zoals deeleconomie, e-commerce, duurzame ontwikkelingsdoelstellingen 
(SDG's = sustainable development goals)
- Beslissingen van ondernemingen en organisaties rekening houdend met aspecten zoals kosten, opbrengsten, resultaat, concurrentie, werkgelegenheid",,,,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-11.5-1835018447,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-economisch-financiele-competenties,http://ilearn.ilabt.imec.be/vocab/curr1/s-ondernemen-en-organisatie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,11. Economische en financiële competenties,,Eindtermen,Bouwsteen,Reflecteren over de werking van de markten en de economie als systeem en de invloed van de overheid hierop duiden binnen de (inter)nationale context.,11.6,De leerlingen verklaren de invloed van de markt en van overheidsbeslissingen op de prijsvorming van courante consumptiegoederen.,Nee,"'- Markt
- Vraag, aanbod, concurrentie","'- Markt, prijs, vraag, aanbod, concurrentie
- Prijsvorming: werking van de wet van vraag en aanbod
- Factoren die vraag en aanbod beïnvloeden zoals wijziging in inkomen, voorkeuren, concurrentie, technologie, overheidsbeslissingen",,,,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-11.6-3555068460,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-economisch-financiele-competenties,http://ilearn.ilabt.imec.be/vocab/curr1/s-economie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,11. Economische en financiële competenties,,Eindtermen,Bouwsteen,Reflecteren over de werking van de markten en de economie als systeem en de invloed van de overheid hierop duiden binnen de (inter)nationale context.,11.7,De leerlingen beschrijven gevolgen van actuele ontwikkelingen op de arbeidsmarkt en actuele ontwikkelingen in de sociale zekerheid.,Nee,'- Sociale zekerheid,"'- Doel, financiering en werking van de sociale zekerheid
- Organisatie van de arbeidsmarkt zoals sociaal overleg, vakbondswerking, knelpuntberoepen, overheidsingrijpen
- Actuele ontwikkelingen en gevolgen ervan zoals migratie, vergrijzing, pensioenen, inkomensongelijkheid",,,,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-11.7-2419292130,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-economisch-financiele-competenties,http://ilearn.ilabt.imec.be/vocab/curr1/s-economie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Filosofie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide filosofie,5.1.1,De leerlingen reflecteren over wijsgerig antropologische visies aan de hand van filosofische begrippen.,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel,"'- Filosofische begrippenparen uit de wijsgerige antropologie zoals geest en lichaam, cultuur en natuur, emotie en rede, vrijheid en determinisme, mens en techniek, sekse en gender, mens en dier- Wijsgerig antropologische visies met inbegrip van monisme en dualisme","'- Toepassen van strategieën om te reflecteren over wijsgerig antropologische visies zoals vragen stellen, wijsgerig antropologische visies interpreteren en vergelijken, gedachte-experimenten uitvoeren, casussen bestuderen, teksten met een wijsgerig antropologische invalshoek lezen en schrijven, voor en tegen een visie argumenteren, de eigen visie in vraag stellen",,,,beheersingsniveau evalueren,,,Humane wetenschappen (2de graad),31/08/2017,,sec-5.1.1-2319817669,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-filosofie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Filosofie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide filosofie,5.1.2,De leerlingen reflecteren over ethische stromingen en vraagstukken aan de hand van filosofische begrippen.,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel,"'- Filosofische begrippen uit de ethiek zoals moreel dilemma, het goede, intentie, verantwoordelijkheid, geluk, waarden en normen, universalisme en relativisme, levenskunst, de gulden regel, is-ought, legaal, legitiem- Ethische stromingen met inbegrip van plicht- en gevolgenethiek",'- Toepassen van strategieën om te reflecteren over ethische stromingen,,,,beheersingsniveau evalueren,,,Humane wetenschappen (2de graad),31/08/2017,,sec-5.1.2-340384284,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-filosofie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Filosofie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide filosofie,5.1.3,De leerlingen reflecteren over visies uit de zijnsleer en kenleer.,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel,"'- Het onderscheid tussen natuur-, gedrags- en cultuurwetenschappen en de eigenheid van filosofie- Visies uit de zijns- en kenleer met inbegrip van rationalisme, empirisme","'Toepassen van strategieën om te reflecteren over visies uit de zijnsleer en kenleer zoals vragen stellen, visies interpreteren en vergelijken, gedachte-experimenten uitvoeren, teksten met een filosofische invalshoek lezen, voor en tegen een visie argumenteren, de eigen visie in vraag stellen",,,,beheersingsniveau evalueren,,,Humane wetenschappen (2de graad),31/08/2017,,sec-5.1.3-1975402744,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-filosofie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Filosofie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Pakket uit de filosofie,5.2.1,De leerlingen reflecteren over wijsgerig antropologische visies aan de hand van filosofische begrippen.,Nee,'Vakterminologie inherent aan de afbakening van het cesuurdoel,"'- Filosofische begrippenparen uit de wijsgerige antropologie zoals geest en lichaam, cultuur en natuur, emotie en rede, vrijheid en determinisme, mens en techniek, sekse en gender, mens en dier-Wijsgerig antropologische visies met inbegrip van monisme en dualisme","'- Toepassen van strategieën om te reflecteren over wijsgerig antropologische visies zoals vragen stellen, wijsgerig antropologische visies interpreteren en vergelijken, gedachte-experimenten uitvoeren, casussen bestuderen en teksten met een wijsgerig antropologische invalshoek lezen, voor en tegen een visie argumenteren, de eigen visie in vraag stellen",,,,beheersingsniveau evalueren,,,Maatschappij- en welzijnswetenschappen,31/08/2017,,sec-5.2.1-2319817669,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-filosofie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Filosofie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Pakket uit de filosofie,5.2.2,De leerlingen reflecteren over ethische stromingen aan de hand van filosofische begrippen.,Nee,'- Vakterminologie inherent aan de afbakening van het cesuurdoel,"'- Filosofische begrippen uit de ethiek zoals moreel dilemma, het goede, intentie, verantwoordelijkheid, geluk, waarden en normen, universalisme en relativisme, levenskunst, de gulden regel, is-ought, legaal, legitiem- Ethische stromingen: plicht-, gevolgenethiek","'- Toepassen van strategieën om te reflecteren over ethische stromingen: ethische vragen stellen, gedachte-experimenten uitvoeren",,,,beheersingsniveau evalueren,,,Maatschappij- en welzijnswetenschappen,31/08/2017,,sec-5.2.2-1787748691,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-filosofie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Fysica,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide fysica,11.1.1,"De leerlingen analyseren de verticale worp van puntmassa’s kwalitatief en kwantitatief door het verband te leggen tussen positie, tijdstip, ogenblikkelijke snelheid en ogenblikkelijke versnelling.",Nee,"'- Vakterminologie, notaties, namen van grootheden en eenheden, symbolen van grootheden en eenheden inherent aan de afbakening van het cesuurdoel, waaronder verplaatsing, afgelegde weg, snelheid, versnelling","'- Puntmassa- Positie, verplaatsing, snelheid en versnelling als vectoriële grootheden- Onderscheid tussen verplaatsing en afgelegde weg- Ogenblikkelijke snelheid en ogenblikkelijke versnelling- Positie-, snelheids- en versnellingsfunctie- Verbanden tussen de beweging en grafieken: x(t), vx(t), ax(t)",'- Schetsen van een grafiek- Werken met vectoriële grootheden&gt; Bepalen van de richting en de zin van een vectoriële grootheid- Omvormen van formules: één variabele uitdrukken in functie van de andere- Gebruiken van een formularium- Oplossen van problemen m.b.t. verticale worp,,'◦ Het cesuurdoel wordt met context gerealiseerd.◦ Het gebruik van grootheden en eenheden uit het SI krijgt de voorkeur. Het gebruik en het nut van relevante niet-SI-eenheden worden behandeld.,,beheersingsniveau analyseren,,,"Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-11.1.1-18909344,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-fysica
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Fysica,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide fysica,11.1.2,De leerlingen analyseren de statica van systemen in het vlak kwalitatief en kwantitatief aan de hand van krachten en krachtmomenten.,Nee,"'-  Vakterminologie, notaties, namen van grootheden en eenheden, symbolen van grootheden en eenheden inherent aan de afbakening van het cesuurdoel waaronder kracht en krachtmoment","'- Krachten&gt; Soorten krachten &gt; Statische wrijvingskracht inclusief formule voor de grootte ervan Fw=µ∙Fn&gt; Archimedeskracht inclusief formule voor de grootte ervan F=ρ∙g∙V&gt; Krachtenbalans, resulterende kracht- Momenten&gt; Krachtmoment inclusief formule voor de grootte ervan M=r∙F∙sinα&gt; Momentenbalans, resulterend krachtmoment- Statisch evenwicht",'- Werken met vectoriële grootheden&gt; Bepalen van de richting en de zin van een vectoriële grootheid&gt; Ontbinden van een vector in zijn componenten: grafisch en via berekening&gt; Samenstellen van vectoren: grafisch en via berekening- Opstellen van de krachten- en momentenbalans inclusief schets- Omvormen van formules: één variabele uitdrukken in functie van de andere- Gebruiken van een formularium- Oplossen van problemen m.b.t. statica,,'◦ Het cesuurdoel wordt met context gerealiseerd.◦ Het gebruik van grootheden en eenheden uit het SI krijgt de voorkeur.,,beheersingsniveau analyseren,,,"Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-11.1.2-2373143872,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-fysica
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Fysica,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide fysica,11.1.3,"De leerlingen gebruiken de concepten arbeid, energie, warmte en de verbanden ertussen om energieomzettingen te kwantificeren.",Nee,"'- Vakterminologie, notaties, namen van grootheden en eenheden, symbolen van grootheden en eenheden inherent aan de afbakening van het cesuurdoel, waaronder arbeid, energie, warmte","'- Arbeid geleverd door een constante kracht inclusief formule W=F∙Δx∙cosα- Arbeid-energietheorema- Soorten energie inclusief formules: kinetische energie E=1/2∙m∙v², potentiële gravitatie-energie E=m∙g∙h, potentiële elastische energie E=1/2∙k∙(Δℓ)² en andere zoals elektrische energie E=Q∙V, chemische energie, thermische energie, stralingsenergie E=h∙f,- Energieopslag zoals batterijen, waterreservoirs, veren- Rendement en vermogen inclusief formules voor rendement η=Enuttig/Etotaal en gemiddeld vermogen P=ΔE/Δt- Wet van behoud van energie- Energiedissipatie- Warmte- Merkbare en latente warmte inclusief formules Q=c∙m∙ΔT en Q=ℓ∙m- Warmtebalans bij temperatuursveranderingen en faseovergangen","'- Omvormen van formules: één variabele uitdrukken in functie van de andere- Gebruiken van een formularium- Oplossen van kwantitatieve problemen m.b.t. arbeid, energieomzettingen en warmtebalans",,"'◦ Het cesuurdoel wordt met context gerealiseerd.◦ Het gebruik van grootheden en eenheden uit het SI krijgt de voorkeur. Het gebruik en het nut van relevante niet-SI-eenheden worden behandeld.◦ De behandelde faseovergangen bij de warmtebalans zijn verdampen, condenseren, smelten en stollen.",,beheersingsniveau toepassen,,,"Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-11.1.3-3288496282,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-fysica
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Fysica,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide fysica,11.1.5,De leerlingen analyseren elektrische gelijkstroomkringen kwalitatief en kwantitatief.,Nee,"'- Vakterminologie, notaties, namen van grootheden en eenheden, symbolen van grootheden en eenheden inherent aan de afbakening van het cesuurdoel, waaronder lading, spanning, stroomsterkte, weerstand, geleidbaarheid, vermogen- Symbolen en regels voor schematische voorstellingen inherent aan de afbakening van het cesuurdoel-Formules&gt; Weerstand R=U/I&gt; Geleidbaarheid G=I/U- Wet van Ohm","'- Gelijkstroomkringen- Conventionele en werkelijke stroomzin- Elektrische lading (Q)- Stroomsterkte inclusief formule I=DQ/Dt- Weerstand: concept, fysieke component en grootheid inclusief formule R=U/I- Geleidbaarheid inclusief formule G=I/U- Wet van Ohm- Joule-effect inclusief formule Q=R∙I²∙Δt- Vermogen inclusief formule P=U·I- Serie- en parallelschakeling van weerstanden&gt; Substitutieweerstand&gt; Verdelingswetten voor spanning en stroomsterkte",'- Omvormen van formules: één variabele uitdrukken in functie van de andere- Gebruiken van een formularium- Berekenen van de substitutieweerstand van een gemengde schakeling van weerstanden- Oplossen van gemengde schakelingen van weerstanden en één spanningsbron in gelijkstroomkringen,,'◦ Het cesuurdoel wordt met context gerealiseerd.◦ Het gebruik van grootheden en eenheden uit het SI krijgt de voorkeur,,beheersingsniveau analyseren,,,"Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-11.1.5-2857664726,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-fysica
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Fysica,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide fysica,11.1.7,"De leerlingen gebruiken het stralenmodel van licht om optische fenomenen in verband met absorptie, weerkaatsing en breking en toepassingen ervan te verklaren.",Nee,"'- Vakterminologie, notaties, namen van grootheden en eenheden, symbolen van grootheden en eenheden inherent aan de afbakening van het cesuurdoel waaronder&gt; Normaal, invalshoek, weerkaatsingshoek, brekingshoek, brandpunt, lens&gt; Weerkaatsing, breking, absorptie&gt; Reëel beeld, virtueel beeld- Symbolen en regels voor schematische voorstellingen inherent aan de afbakening van het cesuurdoel","'- Rechtlijnige voortplanting van het licht- Omkeerbaarheid van de stralengang- Middenstof, normaal, invalshoek, brekingshoek, weerkaatsingshoek- Diffuse en regelmatige weerkaatsing- Samenstelling van wit licht- Absorptie- Kleurenmenging- Breking bij overgang tussen twee verschillende middenstoffen- Beeldvorming bij weerkaatsing aan vlakke spiegels en bij breking door dunne bolle lenzen&gt; Kenmerkende stralengang&gt; Hoofdstralen, optisch middelpunt, optische as, brandpunt&gt; Vlakke spiegels en dunne lenzen&gt; Eigenschappen van het beeld: reëel/virtueel, rechtopstaand/omgekeerd, vergrotingsfactor&gt; Gelijkvormigheid",'- Tekenen van de stralengang van het licht,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,"Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-11.1.7-1377176556,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-fysica
